fy,state_abbrev,fips,y,x1,x2,x3,x4,x5,MD,decade,state,region_compact,state_name,yfte,MDSREB,lnnetut,lnfte,lnperinc
2015,CA,6,12282188800,3695627264,1539822,228664508416,2171947,38953144,0,4,CA,2,CALIFORNIA,7976.3691,,22.030416,14.247177,14.591135
2016,CA,6,13142680576,3957522176,1530131,238805123072,2263890,39209128,0,4,CA,2,CALIFORNIA,8589.252,,22.098885,14.240864,14.632595
2017,CA,6,13562572800,4418872320,1536241,243082133504,2370112,39399348,0,4,CA,2,CALIFORNIA,8828.415,,22.20915,14.244849,14.678448
2018,CA,6,14432398336,4747715072,1553164,,2514129,39557044,0,4,CA,2,CALIFORNIA,9292.2568,,22.28093,14.255805,14.737437
1980,CO,8,217900000,102500000,113281,2859247104,32051,2908803,0,1,CO,2,COLORADO,1923.5353,,18.445374,11.637627,10.375084
1981,CO,8,235200000,122000000,115913,2960185088,36883,2977899,0,1,CO,2,COLORADO,2029.108,,18.619532,11.660595,10.515506
1982,CO,8,285300000,140000000,117425,3442444032,40506,3061562,0,1,CO,2,COLORADO,2429.636,,18.757153,11.673555,10.609205
1983,CO,8,322600000,160500000,118319,3661018112,43694,3133634,0,1,CO,2,COLORADO,2726.5273,,18.893805,11.68114,10.684966
1984,CO,8,342800000,168400000,117535,4256150016,47645,3169995,0,1,CO,2,COLORADO,2916.5781,,18.941853,11.674492,10.771533
1985,CO,8,359700000,183700000,113747,4683140096,50484,3208726,0,1,CO,2,COLORADO,3162.2813,,19.028814,11.641732,10.829412
1986,CO,8,371000000,191500000,111441,4852386816,52446,3237448,0,1,CO,2,COLORADO,3329.116,,19.070398,11.62125,10.867539
1987,CO,8,394100000,208400000,113381,5313648128,54400,3260477,0,1,CO,2,COLORADO,3475.8911,,19.15497,11.638509,10.904119
1988,CO,8,410400000,220300000,116979,5564208128,57557,3262280,0,1,CO,2,COLORADO,3508.322,,19.210501,11.669749,10.960531
1989,CO,8,444200000,249000000,122837,5939577856,62010,3275815,0,1,CO,2,COLORADO,3616.1743,,19.332964,11.718614,11.035051
1990,CO,8,466800000,262400000,127721,6342317056,65667,3307618,0,2,CO,2,COLORADO,3654.8413,,19.38538,11.757604,11.092352
1991,CO,8,476300000,297100000,131390,6618783232,69602,3387119,0,2,CO,2,COLORADO,3625.0857,,19.509579,11.785925,11.150549
1992,CO,8,465800000,332800000,134262,7072239104,75599,3495939,0,2,CO,2,COLORADO,3469.3362,,19.623053,11.807549,11.233198
1993,CO,8,492900000,372300000,136715,7576538112,81812,3613734,0,2,CO,2,COLORADO,3605.3103,,19.73521,11.825654,11.31218
1994,CO,8,499200000,384200000,135947,8207266816,87984,3724168,0,2,CO,2,COLORADO,3672.0193,,19.766674,11.820021,11.384911
1995,CO,8,507000000,406400000,135279,8741507072,95649,3826653,0,2,CO,2,COLORADO,3747.8101,,19.822849,11.815095,11.46844
1996,CO,8,549200000,432500000,135335,9243841536,103236,3919972,0,2,CO,2,COLORADO,4058.0781,,19.885094,11.815509,11.544773
1997,CO,8,585000000,444900000,136086,10102257664,111208,4018293,0,2,CO,2,COLORADO,4298.7524,,19.913361,11.821042,11.619158
1998,CO,8,617600000,462700000,137682,10971088896,123101,4116639,0,2,CO,2,COLORADO,4485.6987,,19.952589,11.832702,11.72076
1999,CO,8,644800000,485100000,139730,12116877312,133021,4226018,0,2,CO,2,COLORADO,4614.6138,,19.999866,11.847467,11.798263
2000,CO,8,682822080,494791424,141727,13216188416,147925,4326921,0,3,CO,2,COLORADO,4817.8687,,20.019648,11.861658,11.904461
2001,CO,8,713595968,455996832,141492,14056334336,155000,4425687,0,3,CO,2,COLORADO,5043.3662,,19.937996,11.859999,11.95118
2002,CO,8,729515712,503523008,147724,13900023808,155404,4490406,0,3,CO,2,COLORADO,4938.3696,,20.03714,11.903101,11.953783
2003,CO,8,602438912,619189056,156258,12654190592,158211,4528732,0,3,CO,2,COLORADO,3855.4116,,20.243921,11.959264,11.971684
2004,CO,8,578429504,757523840,161181,14581562368,164106,4575013,0,3,CO,2,COLORADO,3588.6953,,20.445566,11.990283,12.008267
2005,CO,8,597921280,754347840,162711,15680821248,175273,4631888,0,3,CO,2,COLORADO,3674.7441,,20.441364,11.999731,12.0741
2006,CO,8,635454336,819683712,158876,17223540736,189476,4720423,0,3,CO,2,COLORADO,3999.6875,,20.524429,11.97588,12.152018
2007,CO,8,689786240,788437184,157382,18635487232,201876,4803868,0,3,CO,2,COLORADO,4382.8789,,20.485563,11.966432,12.215409
2008,CO,8,747481024,910615680,164638,19636242432,208738,4889730,0,3,CO,2,COLORADO,4540.1489,,20.629631,12.011504,12.248836
2009,CO,8,833212288,1021888000,171564,18748461056,198800,4972195,0,3,CO,2,COLORADO,4856.5684,,20.744917,12.052711,12.200054
2010,CO,8,827925440,1207442176,187231,20497014784,205372,5048281,0,4,CO,2,COLORADO,4421.9463,,20.91177,12.140099,12.232578
2011,CO,8,763136768,1373262976,195621,21791868928,223153,5121771,0,4,CO,2,COLORADO,3901.0984,,21.040455,12.183934,12.315613
2012,CO,8,645120768,1429713920,192541,21186789376,237142,5193721,0,4,CO,2,COLORADO,3350.563,,21.08074,12.168064,12.376414
2013,CO,8,638253440,1511707008,188405,22870573056,249282,5270482,0,4,CO,2,COLORADO,3387.6672,,21.136505,12.146349,12.42634
2014,CO,8,677086912,1669476736,184836,23378851840,271308,5351218,0,4,CO,2,COLORADO,3663.1765,,21.235777,12.127224,12.51101
2015,CO,8,778730432,1647921536,181867,25057722368,284234,5452107,0,4,CO,2,COLORADO,4281.8677,,21.22278,12.111031,12.557553
2016,CO,8,866407936,1750094720,180264,25556459520,289581,5540921,0,4,CO,2,COLORADO,4806.3281,,21.282936,12.102178,12.57619
2017,CO,8,869271040,1860752128,182212,27408795648,310755,5615902,0,4,CO,2,COLORADO,4770.6577,,21.344246,12.112926,12.64676
2018,CO,8,894743680,2005667072,183875,,332943,5695564,0,4,CO,2,COLORADO,4866.043,,21.419243,12.122011,12.715727
1980,CT,9,178700000,40900000,58909,3326395904,38494,3113174,0,1,CT,4,CONNECTICUT,3033.4924,,17.52664,10.983749,10.558258
1981,CT,9,200600000,40700000,60385,3722945024,43243,3128837,0,1,CT,4,CONNECTICUT,3322.0171,,17.521738,11.008496,10.674591
1982,CT,9,220200000,43300000,61391,4154734080,46701,3139014,0,1,CT,4,CONNECTICUT,3586.845,,17.583664,11.025019,10.751521
1983,CT,9,243100000,51300000,62000,4498568192,49958,3162355,0,1,CT,4,CONNECTICUT,3920.9678,,17.753201,11.034889,10.818938
1984,CT,9,263800000,62300000,62048,5221436928,55881,3180014,0,1,CT,4,CONNECTICUT,4251.5474,,17.947472,11.035664,10.93098
1985,CT,9,293000000,72800000,60800,5795815936,60000,3201131,0,1,CT,4,CONNECTICUT,4819.0791,,18.103226,11.015345,11.0021
1986,CT,9,318000000,76100000,58563,6210247168,64553,3223741,0,1,CT,4,CONNECTICUT,5430.0498,,18.147558,10.977859,11.075242
1987,CT,9,359200000,76700000,57914,7072495104,70443,3247290,0,1,CT,4,CONNECTICUT,6202.2998,,18.155413,10.966715,11.16256
1988,CT,9,407800000,88800000,59160,7370833920,77668,3271954,0,1,CT,4,CONNECTICUT,6893.1709,,18.301897,10.988001,11.260199
1989,CT,9,458600000,97700000,61260,8110673920,84249,3283404,0,1,CT,4,CONNECTICUT,7486.1245,,18.397411,11.022882,11.341532
1990,CT,9,497100000,118800000,63374,8791299072,86889,3291967,0,2,CT,4,CONNECTICUT,7843.9106,,18.592953,11.056809,11.372387
1991,CT,9,508400000,134500000,63332,8776187904,87816,3302895,0,2,CT,4,CONNECTICUT,8027.5376,,18.717075,11.056146,11.382999
1992,CT,9,487300000,157900000,62853,10226971648,94269,3300712,0,2,CT,4,CONNECTICUT,7753.0112,,18.877472,11.048554,11.453908
1993,CT,9,419600000,183500000,62658,10940889088,97348,3309175,0,2,CT,4,CONNECTICUT,6696.6709,,19.027725,11.045446,11.486048
1994,CT,9,482300000,189500000,60914,11268961280,100108,3316121,0,2,CT,4,CONNECTICUT,7917.7202,,19.0599,11.017219,11.514005
1995,CT,9,486200000,190600000,59311,12076138496,105643,3324144,0,2,CT,4,CONNECTICUT,8197.4678,,19.065687,10.99055,11.567821
1996,CT,9,514400000,205400000,57568,12542969856,110746,3336685,0,2,CT,4,CONNECTICUT,8935.5195,,19.140471,10.960722,11.614995
1997,CT,9,528800000,214100000,56659,13738669056,117992,3349348,0,2,CT,4,CONNECTICUT,9333.0273,,19.181953,10.944806,11.678372
1998,CT,9,565600000,216300000,55727,14487186432,127328,3365352,0,2,CT,4,CONNECTICUT,10149.479,,19.192177,10.92822,11.754521
1999,CT,9,605000000,226500000,56661,14888649728,134415,3386401,0,2,CT,4,CONNECTICUT,10677.538,,19.238256,10.944841,11.808687
2000,CT,9,694849728,237619152,58885,15651069952,147055,3411777,0,3,CT,4,CONNECTICUT,11800.114,,19.28618,10.983341,11.898561
2001,CT,9,705795712,247509264,60976,15266039808,155243,3432835,0,3,CT,4,CONNECTICUT,11574.976,,19.326958,11.018235,11.952747
2002,CT,9,753334528,268256144,64183,15124928512,155348,3458749,0,3,CT,4,CONNECTICUT,11737.291,,19.407454,11.069493,11.953424
2003,CT,9,754342272,313558464,68062,15088013312,157679,3484336,0,3,CT,4,CONNECTICUT,11083.163,,19.563496,11.128175,11.968317
2004,CT,9,747737024,373850688,70030,17220114432,166262,3496094,0,3,CT,4,CONNECTICUT,10677.382,,19.739367,11.156679,12.02132
2005,CT,9,787966656,417707648,72278,18896812032,175471,3506956,0,3,CT,4,CONNECTICUT,10901.888,,19.850292,11.188275,12.075229
2006,CT,9,831729280,456253856,73608,19871967232,189750,3517460,0,3,CT,4,CONNECTICUT,11299.441,,19.93856,11.206509,12.153462
2007,CT,9,923951424,475906272,74951,21516146688,204090,3527270,0,3,CT,4,CONNECTICUT,12327.406,,19.980732,11.22459,12.226316
2008,CT,9,1034480960,502751136,77088,23115325440,216865,3545579,0,3,CT,4,CONNECTICUT,13419.481,,20.035606,11.252703,12.28703
2009,CT,9,1045313920,545992000,80433,21092339712,213612,3561807,0,3,CT,4,CONNECTICUT,12996.083,,20.118114,11.295179,12.271916
2010,CT,9,1097950336,582739328,85033,21413689344,222226,3579125,0,4,CT,4,CONNECTICUT,12912.05,,20.18325,11.350795,12.31145
2011,CT,9,1076131328,563016640,86281,22762680320,228929,3588023,0,4,CT,4,CONNECTICUT,12472.402,,20.148819,11.365365,12.341167
2012,CT,9,949946240,699881728,85683,24963022848,233338,3594395,0,4,CT,4,CONNECTICUT,11086.753,,20.366423,11.35841,12.360244
2013,CT,9,887382656,731909952,87810,26125481984,228471,3594915,0,4,CT,4,CONNECTICUT,10105.713,,20.411167,11.382931,12.339165
2014,CT,9,1026156352,842804736,88681,26057957376,238999,3594783,0,4,CT,4,CONNECTICUT,11571.321,,20.552246,11.392801,12.384214
2015,CT,9,1121039872,892649344,87403,26607122432,244982,3587509,0,4,CT,4,CONNECTICUT,12826.103,,20.609705,11.378284,12.40894
2016,CT,9,1218285568,997100224,85705,25904644096,249581,3578674,0,4,CT,4,CONNECTICUT,14214.871,,20.720362,11.358666,12.427539
2017,CT,9,1152055168,1052572480,90404,27297173504,258079,3573880,0,4,CT,4,CONNECTICUT,12743.409,,20.774504,11.412044,12.461021
2018,CT,9,1097667456,1087564800,86008,,273152,3572665,0,4,CT,4,CONNECTICUT,12762.388,,20.807207,11.362196,12.517784
1980,DE,10,51100000,29100000,20664,629910016,6431,594919,0,1,DE,1,DELAWARE,2472.8997,0,17.186249,9.9361486,8.7688856
1981,DE,10,58800000,31600000,21253,669089984,7094,595974,0,1,DE,1,DELAWARE,2766.6682,0,17.268667,9.9642534,8.8670044
1982,DE,10,69900000,36600000,21821,722148992,7634,599148,0,1,DE,1,DELAWARE,3203.3362,0,17.415558,9.9906282,8.9403677
1983,DE,10,74700000,42900000,21613,771320000,8132,605459,0,1,DE,1,DELAWARE,3456.2532,0,17.574383,9.9810505,9.003562
1984,DE,10,75600000,48400000,21799,857998976,8973,611565,0,1,DE,1,DELAWARE,3468.0491,0,17.695011,9.9896193,9.1019754
1985,DE,10,84000000,51000000,21845,971092992,9734,618279,0,1,DE,1,DELAWARE,3845.2734,0,17.747335,9.9917269,9.1833801
1986,DE,10,89600000,57000000,20993,1019161024,10357,627559,0,1,DE,1,DELAWARE,4268.0894,0,17.858562,9.9519444,9.2454176
1987,DE,10,96200000,62500000,21372,1138338944,11194,636946,0,1,DE,1,DELAWARE,4501.2163,0,17.950678,9.9698372,9.3231335
1988,DE,10,100200000,72100000,21842,1201324032,12256,647621,0,1,DE,1,DELAWARE,4587.4922,0,18.093565,9.9915895,9.4137707
1989,DE,10,105600000,82000000,22164,1353750016,13631,658274,0,1,DE,1,DELAWARE,4764.4829,0,18.222229,10.006225,9.5201015
1990,DE,10,113800000,93300000,24657,1370790016,14367,669567,0,2,DE,1,DELAWARE,4615.3223,0,18.35133,10.112816,9.5726891
1991,DE,10,115600000,103800000,26013,1414780032,15196,683080,0,2,DE,1,DELAWARE,4443.9316,0,18.457977,10.166351,9.628787
1992,DE,10,119000000,119700000,25847,1618279040,15854,694925,0,2,DE,1,DELAWARE,4604.0161,0,18.6005,10.15995,9.6711769
1993,DE,10,120600000,133900000,26649,1631828992,16467,706378,0,2,DE,1,DELAWARE,4525.498,0,18.712605,10.190507,9.7091141
1994,DE,10,120000000,139900000,26515,1760893056,17165,717545,0,2,DE,1,DELAWARE,4525.7402,0,18.756439,10.185466,9.7506275
1995,DE,10,124000000,155400000,26542,1938716032,18172,729734,0,2,DE,1,DELAWARE,4671.8408,0,18.861513,10.186483,9.8076372
1996,DE,10,136500000,168600000,26829,2046281984,19434,740977,0,2,DE,1,DELAWARE,5087.7783,0,18.943039,10.197239,9.8747797
1997,DE,10,158300000,176200000,27225,2155704064,20342,751487,0,2,DE,1,DELAWARE,5814.5088,0,18.987131,10.211891,9.9204426
1998,DE,10,146900000,186800000,27401,2393819904,22502,763335,0,2,DE,1,DELAWARE,5361.1182,0,19.045549,10.218335,10.021359
1999,DE,10,167700000,188400000,29654,2471751936,24170,774990,0,2,DE,1,DELAWARE,5655.2236,0,19.054077,10.297352,10.092868
2000,DE,10,174400000,206100000,28960,2618628096,26664,786373,0,3,DE,1,DELAWARE,6022.0996,0,19.143871,10.273671,10.19107
2001,DE,10,184700000,215935808,28944,2564600576,29402,795699,0,3,DE,1,DELAWARE,6381.2881,0,19.190493,10.273118,10.288818
2002,DE,10,185400000,215100000,26775,2687098112,30387,806169,0,3,DE,1,DELAWARE,6924.3696,0,19.186613,10.195224,10.32177
2003,DE,10,182064992,241371152,31028,2597286144,31095,818003,0,3,DE,1,DELAWARE,5867.7642,0,19.301846,10.342646,10.344802
2004,DE,10,191288992,248666288,29546,2994328064,32377,830803,0,3,DE,1,DELAWARE,6474.2773,0,19.331623,10.293704,10.385203
2005,DE,10,203478000,262393760,30541,3277387008,33303,845150,0,3,DE,1,DELAWARE,6662.4536,0,19.385357,10.326825,10.413403
2006,DE,10,216419008,313441024,31269,3618436096,35266,859268,0,3,DE,1,DELAWARE,6921.2002,0,19.563122,10.350383,10.470675
2007,DE,10,233226000,336675072,31269,3658384896,36341,871749,0,3,DE,1,DELAWARE,7458.6973,0,19.634628,10.350383,10.500702
2008,DE,10,241714400,349865504,31619,3712421120,35993,883874,0,3,DE,1,DELAWARE,7644.5933,0,19.673059,10.361513,10.491079
2009,DE,10,243840160,379767776,32417,3594071040,36284,891730,0,3,DE,1,DELAWARE,7521.9844,0,19.75507,10.386438,10.499132
2010,DE,10,242518560,426590784,33570,3580273920,36726,899595,0,4,DE,1,DELAWARE,7224.2646,0,19.871336,10.421388,10.51124
2011,DE,10,212455808,468051904,34648,4072251904,39826,907316,0,4,DE,1,DELAWARE,6131.8345,0,19.96409,10.452995,10.592276
2012,DE,10,213193696,533000000,34672,4195787008,40338,915188,0,4,DE,1,DELAWARE,6148.8721,0,20.094032,10.453688,10.605049
2013,DE,10,216492704,559488640,34715,4266923008,40949,923638,0,4,DE,1,DELAWARE,6236.2871,0,20.142534,10.454927,10.620083
2014,DE,10,227606208,593521536,35657,4124540928,42888,932596,0,4,DE,1,DELAWARE,6383.2124,0,20.201584,10.481701,10.666348
2015,DE,10,226594096,616104768,36742,4502253056,45151,941413,0,4,DE,1,DELAWARE,6167.1685,0,20.238928,10.511676,10.717768
2016,DE,10,230005696,637053056,36472,4532143104,46042,949216,0,4,DE,1,DELAWARE,6306.3638,0,20.272364,10.5043,10.737309
2017,DE,10,234722704,632084416,35554,4676217856,48189,957078,0,4,DE,1,DELAWARE,6601.8647,0,20.264534,10.478808,10.782887
2018,DE,10,237069504,683250752,36073,,50783,967171,0,4,DE,1,DELAWARE,6571.9375,0,20.342373,10.493299,10.835317
1980,FL,12,625800000,126900000,287388,7381582848,99827,9839835,0,1,FL,1,FLORIDA,2177.5439,0,18.658911,12.568588,11.511194
1981,FL,12,714700032,138600000,299391,8284938240,115731,10192775,0,1,FL,1,FLORIDA,2387.1794,0,18.747103,12.609506,11.659024
1982,FL,12,797699968,166700000,296090,9222175744,125053,10471405,0,1,FL,1,FLORIDA,2694.1133,0,18.931705,12.598419,11.736493
1983,FL,12,841000000,171100000,287714,10334383104,138093,10749849,0,1,FL,1,FLORIDA,2923.0417,0,18.957758,12.569722,11.835683
1984,FL,12,921000000,172000000,288205,11772427264,153888,11039925,0,1,FL,1,FLORIDA,3195.6421,0,18.963005,12.571427,11.94398
1985,FL,12,980600000,184900000,281543,13433874432,168327,11351120,0,1,FL,1,FLORIDA,3482.9492,0,19.035326,12.54804,12.033664
1986,FL,12,1060499968,196700000,283432,14867581952,182124,11667503,0,1,FL,1,FLORIDA,3741.6382,0,19.097191,12.554728,12.112443
1987,FL,12,1192400000,211700000,291810,16428466176,197185,11997282,0,1,FL,1,FLORIDA,4086.2205,0,19.170681,12.583858,12.191897
1988,FL,12,1318200064,227500000,303344,18804338688,216605,12306400,0,1,FL,1,FLORIDA,4345.5615,0,19.242661,12.622622,12.28583
1989,FL,12,1458300032,248800000,324382,20732780544,241143,12637718,0,1,FL,1,FLORIDA,4495.6255,0,19.332159,12.689677,12.393146
1990,FL,12,1643500032,304800000,349166,22593597440,257571,13033307,0,2,FL,1,FLORIDA,4706.9302,0,19.535166,12.763303,12.459051
1991,FL,12,1686499968,340300000,371517,24296704000,268375,13369798,0,2,FL,1,FLORIDA,4539.4961,0,19.645338,12.82535,12.50014
1992,FL,12,1604099968,421700000,386611,25924501504,284266,13650553,0,2,FL,1,FLORIDA,4149.1318,0,19.859804,12.865174,12.557666
1993,FL,12,1593200000,475900000,391434,28094982144,301393,13927185,0,2,FL,1,FLORIDA,4070.1626,0,19.980719,12.877572,12.61617
1994,FL,12,1690300032,508600000,396520,30499328000,317675,14239444,0,2,FL,1,FLORIDA,4262.8369,0,20.047173,12.890482,12.668784
1995,FL,12,1832700032,476300000,403791,31905996800,341584,14537875,0,2,FL,1,FLORIDA,4538.7344,0,19.981558,12.908652,12.741349
1996,FL,12,1930000000,482800000,406122,33556992000,363907,14853360,0,2,FL,1,FLORIDA,4752.2666,0,19.995113,12.914409,12.804653
1997,FL,12,2109699968,518100000,402441,35633025024,385402,15186304,0,2,FL,1,FLORIDA,5242.2593,0,20.06568,12.905304,12.862042
1998,FL,12,2268300032,575200000,403535,37955178496,415876,15486559,0,2,FL,1,FLORIDA,5621.0737,0,20.170229,12.908018,12.938143
1999,FL,12,2362400000,718791808,395610,40244932608,436186,15759421,0,2,FL,1,FLORIDA,5971.5376,0,20.393082,12.888185,12.985824
2000,FL,12,2672393216,741286976,404417,41936683008,472239,16047515,0,3,FL,1,FLORIDA,6608.0142,0,20.423899,12.910202,13.065241
2001,FL,12,3124964608,817660544,420957,42119872512,496337,16356966,0,3,FL,1,FLORIDA,7423.4771,0,20.521957,12.950286,13.11501
2002,FL,12,3061544704,927177024,442010,44840448000,512813,16689370,0,3,FL,1,FLORIDA,6926.415,0,20.647655,12.999087,13.147667
2003,FL,12,3235351040,1000963328,476654,46335062016,539103,17004084,0,3,FL,1,FLORIDA,6787.6299,0,20.724228,13.074546,13.197662
2004,FL,12,3302220032,812769536,499972,53789454336,586785,17415318,0,3,FL,1,FLORIDA,6604.8101,0,20.515959,13.122308,13.282413
2005,FL,12,3616495360,886699200,504657,59863883776,642507,17842038,0,3,FL,1,FLORIDA,7166.2441,0,20.603016,13.131635,13.373133
2006,FL,12,3843695104,911375360,507927,66695225344,698476,18166990,0,3,FL,1,FLORIDA,7567.4165,0,20.630465,13.138093,13.456656
2007,FL,12,3971019264,928313856,518086,72973639680,727405,18367842,0,3,FL,1,FLORIDA,7664.7876,0,20.64888,13.157897,13.497239
2008,FL,12,3988566272,1051287744,540784,73351397376,727139,18527304,0,3,FL,1,FLORIDA,7375.5259,0,20.773281,13.200775,13.496873
2009,FL,12,4107485696,884861760,564963,68605386752,682892,18652644,0,3,FL,1,FLORIDA,7270.3623,0,20.600943,13.244515,13.434092
2010,FL,12,3958274048,1210873472,607246,65838383104,725074,18845784,0,4,FL,1,FLORIDA,6518.4028,0,20.914608,13.316689,13.494029
2011,FL,12,4132825344,1556597120,636320,65259274240,764634,19093352,0,4,FL,1,FLORIDA,6494.8853,0,21.165768,13.363457,13.547153
2012,FL,12,3622861824,1771336960,641446,64614268928,793429,19326230,0,4,FL,1,FLORIDA,5647.9609,0,21.295,13.37148,13.58412
2013,FL,12,3338708992,1913833600,619179,66199687168,795425,19563166,0,4,FL,1,FLORIDA,5392.1548,0,21.372374,13.336149,13.586632
2014,FL,12,3925291520,1913789952,608226,66132004864,856162,19860330,0,4,FL,1,FLORIDA,6453.6729,0,21.372351,13.318302,13.660214
2015,FL,12,4219826688,1939616384,601198,69901213696,915896,20224248,0,4,FL,1,FLORIDA,7019.0298,0,21.385756,13.30668,13.727658
2016,FL,12,4367744512,1962986624,598660,71847395328,942461,20629982,0,4,FL,1,FLORIDA,7295.8682,0,21.397734,13.302449,13.756249
2017,FL,12,4537335296,1953620352,597293,76619988992,1004144,20976812,0,4,FL,1,FLORIDA,7596.4985,0,21.39295,13.300163,13.819646
2018,FL,12,5037744128,1705810944,602675,,1066447,21299324,0,4,FL,1,FLORIDA,8358.9727,0,21.257307,13.309134,13.879843
1980,GA,13,431700000,78000000,157155,4206956032,47193,5486174,0,1,GA,1,GEORGIA,2746.9695,0,18.17222,11.964988,10.762001
1981,GA,13,484200000,92500000,158724,4665993216,53459,5568346,0,1,GA,1,GEORGIA,3050.5784,0,18.34272,11.974922,10.88667
1982,GA,13,559200000,105500000,161800,5151504896,57867,5649788,0,1,GA,1,GEORGIA,3456.1187,0,18.474222,11.994116,10.965902
1983,GA,13,598700032,112900000,167684,5578037248,63380,5728248,0,1,GA,1,GEORGIA,3570.4065,0,18.542013,12.029837,11.056904
1984,GA,13,625900032,133000000,165715,6265610752,71863,5834943,0,1,GA,1,GEORGIA,3776.9666,0,18.70586,12.018024,11.182517
1985,GA,13,694200000,141000000,162785,7060570112,78686,5962639,0,1,GA,1,GEORGIA,4264.5205,0,18.764271,12.000186,11.27322
1986,GA,13,745400000,155800000,167050,7815191040,85846,6084645,0,1,GA,1,GEORGIA,4462.1372,0,18.864084,12.026049,11.360311
1987,GA,13,793699968,172600000,171313,8544574976,92434,6208479,0,1,GA,1,GEORGIA,4633.04,0,18.966488,12.051248,11.43425
1988,GA,13,843100032,200000000,175581,9455916032,100797,6316139,0,1,GA,1,GEORGIA,4801.7725,0,19.113829,12.075856,11.520864
1989,GA,13,905200000,211500000,179849,10490310656,108619,6411117,0,1,GA,1,GEORGIA,5033.1113,0,19.169735,12.099873,11.595602
1990,GA,13,983299968,220700000,163655,11667014656,116150,6512602,0,2,GA,1,GEORGIA,6008.3711,0,19.212315,12.005516,11.662638
1991,GA,13,1023299968,241200000,176088,11899558912,121895,6653005,0,2,GA,1,GEORGIA,5811.2988,0,19.301138,12.078739,11.710916
1992,GA,13,977600000,280800000,193170,12446168064,131979,6817203,0,2,GA,1,GEORGIA,5060.8271,0,19.453154,12.171326,11.790398
1993,GA,13,1046200000,304400000,198630,13774195712,140173,6978240,0,2,GA,1,GEORGIA,5267.0796,0,19.533854,12.199199,11.850633
1994,GA,13,1178800000,330000000,202591,14923195392,150942,7157165,0,2,GA,1,GEORGIA,5818.6196,0,19.614603,12.218945,11.924651
