fy,state_abbrev,fips,State,lny1,lnx1,lnx2,lnx3,lnx4
1991,AL,1,ALABAMA,6.3227448,5.6671185,12.046221,11.070378,11.17899
1992,AL,1,ALABAMA,6.3243589,5.8135333,12.0665,11.126231,11.239058
1993,AL,1,ALABAMA,6.3473892,5.8819284,12.103198,11.19876,11.30541
1994,AL,1,ALABAMA,6.4811177,5.95506,12.113814,11.243711,11.34525
1995,AL,1,ALABAMA,6.591125,5.9874563,12.097011,11.300331,11.408659
1996,AL,1,ALABAMA,6.5238562,6.0080757,12.086207,11.355963,11.470218
1997,AL,1,ALABAMA,6.5689201,6.0844994,12.10623,11.400316,11.514383
1998,AL,1,ALABAMA,6.5781393,6.1527328,12.102571,11.450852,11.552986
1999,AL,1,ALABAMA,6.669498,6.2258744,12.060619,11.512459,11.602805
2000,AL,1,ALABAMA,6.6998072,6.2632298,12.024587,11.546874,11.652956
2001,AL,1,ALABAMA,6.6888065,6.3587513,12.018737,11.593169,11.688913
2002,AL,1,ALABAMA,6.7051115,6.3903165,12.06501,11.627636,11.715452
2003,AL,1,ALABAMA,6.7498097,6.5100932,12.104339,11.654354,11.758162
2004,AL,1,ALABAMA,6.7557292,6.6695404,12.118154,11.697004,11.803647
2005,AL,1,ALABAMA,6.7823386,6.7693691,12.10358,11.76555,11.894949
2006,AL,1,ALABAMA,6.9248405,6.8108039,12.10617,11.822814,11.957421
2007,AL,1,ALABAMA,7.0997419,6.8518615,12.114528,11.885701,12.006728
2008,AL,1,ALABAMA,7.2556081,6.8704419,12.139323,11.933784,12.04166
2009,AL,1,ALABAMA,7.0360456,6.9957314,12.201829,11.966334,12.059235
2010,AL,1,ALABAMA,7.0360861,7.2304964,12.255182,11.952117,12.033789
2011,AL,1,ALABAMA,7.0357795,7.3338842,12.267911,11.992363,12.071129
2012,AL,1,ALABAMA,6.9760237,7.4225764,12.237397,12.031379,12.108183
2013,AL,1,ALABAMA,6.9067397,7.478621,12.191517,12.059914,12.135108
2014,AL,1,ALABAMA,6.9176927,7.5177183,12.177874,12.069196,12.162544
2015,AL,1,ALABAMA,6.9458447,7.5791411,12.172573,12.103252,12.176701
2016,AL,1,ALABAMA,6.9622316,7.6694136,12.183499,12.141771,12.208084
2017,AL,1,ALABAMA,7.043334,7.7111831,12.199143,12.159058,12.22504
1991,AK,2,ALASKA,5.0376019,3.3032169,9.7443743,9.460578,10.12821
1992,AK,2,ALASKA,5.0491667,3.4177268,9.7762794,9.5033903,10.011557
1993,AK,2,ALASKA,5.0593777,3.3945084,9.7999582,9.5659637,10.032444
1994,AK,2,ALASKA,5.0853567,3.4904284,9.7960138,9.616292,10.055531
1995,AK,2,ALASKA,5.0735326,3.5582011,9.7944536,9.6494398,10.069201
1996,AK,2,ALASKA,5.0678821,3.5945687,9.7661772,9.677578,10.144423
1997,AK,2,ALASKA,5.0475006,3.6584203,9.7535944,9.7052193,10.1938
1998,AK,2,ALASKA,5.045301,3.8326135,9.7315121,9.7571087,10.155988
1999,AK,2,ALASKA,5.0533729,3.8156898,9.6936302,9.8044682,10.092884
2000,AK,2,ALASKA,5.0634551,3.7887969,9.6783419,9.8349781,10.115877
2001,AK,2,ALASKA,5.1486092,3.7621858,9.6852694,9.9074144,10.195347
2002,AK,2,ALASKA,5.2086406,3.8319101,9.7235231,9.9636602,10.254863
2003,AK,2,ALASKA,5.2584214,3.9372282,9.7966814,10.00994,10.295709
2004,AK,2,ALASKA,5.2807035,4.0515633,9.8417187,10.053613,10.367212
2005,AK,2,ALASKA,5.3479991,4.1770263,9.837348,10.099807,10.462266
2006,AK,2,ALASKA,5.4341555,4.2952065,9.8413458,10.164193,10.590989
2007,AK,2,ALASKA,5.5633874,4.3666563,9.8344593,10.230151,10.70179
2008,AK,2,ALASKA,5.6114187,4.4430747,9.8375082,10.303568,10.799016
2009,AK,2,ALASKA,5.6831918,4.5013747,9.8537722,10.398949,10.910577
2010,AK,2,ALASKA,5.7130294,4.5916443,9.9179325,10.401118,10.811461
2011,AK,2,ALASKA,5.7516489,4.6841226,9.9565544,10.471462,10.875828
2012,AK,2,ALASKA,5.7991757,4.7209673,9.9838686,10.540799,10.937737
2013,AK,2,ALASKA,5.8408585,4.7171922,9.9594421,10.575646,10.962494
2014,AK,2,ALASKA,5.8907623,4.670939,9.9273996,10.567708,10.944167
2015,AK,2,ALASKA,5.8883042,4.6657686,9.9001818,10.624017,10.92456
2016,AK,2,ALASKA,5.810616,4.7273173,9.8662529,10.65655,10.832529
2017,AK,2,ALASKA,5.7546921,4.7268133,9.8250933,10.63432,10.806965
1991,AZ,4,ARIZONA,6.4235716,5.5400863,11.950302,11.063838,11.165235
1992,AZ,4,ARIZONA,6.4468303,5.5853744,11.976911,11.11505,11.203111
1993,AZ,4,ARIZONA,6.4780488,5.6193132,11.976464,11.180136,11.32276
1994,AZ,4,ARIZONA,6.5108533,5.725544,11.97588,11.252093,11.399755
1995,AZ,4,ARIZONA,6.5818868,5.7776523,11.987649,11.342655,11.516661
1996,AZ,4,ARIZONA,6.650279,5.7413993,12.009273,11.429429,11.607378
1997,AZ,4,ARIZONA,6.7044144,5.894403,12.013276,11.509997,11.691324
1998,AZ,4,ARIZONA,6.7661915,5.9480348,12.049009,11.5901,11.793719
1999,AZ,4,ARIZONA,6.8415089,5.9980741,12.081914,11.678928,11.873341
2000,AZ,4,ARIZONA,6.933115,6.0562959,12.104422,11.7333,11.953401
2001,AZ,4,ARIZONA,6.9875169,6.1888108,12.129893,11.815896,12.011344
2002,AZ,4,ARIZONA,7.0628548,6.2253313,12.166193,11.858955,12.052188
2003,AZ,4,ARIZONA,7.0695314,6.2817221,12.233459,11.894816,12.097447
2004,AZ,4,ARIZONA,7.1033292,6.4626265,12.268953,11.952309,12.169155
2005,AZ,4,ARIZONA,7.1577063,6.5728655,12.293222,12.041427,12.232816
2006,AZ,4,ARIZONA,7.2534676,6.6823168,12.333951,12.144923,12.338115
2007,AZ,4,ARIZONA,7.3625708,6.7851171,12.343911,12.250697,12.422113
2008,AZ,4,ARIZONA,7.4610505,6.8598313,12.359887,12.304722,12.477328
2009,AZ,4,ARIZONA,7.4895387,6.9859915,12.411785,12.316477,12.465998
2010,AZ,4,ARIZONA,7.4298701,7.1130123,12.468256,12.264225,12.404634
2011,AZ,4,ARIZONA,7.4015274,7.2110839,12.524784,12.280826,12.42203
2012,AZ,4,ARIZONA,7.2323732,7.325388,12.525392,12.329906,12.460512
2013,AZ,4,ARIZONA,7.2478428,7.393116,12.508559,12.375166,12.49982
2014,AZ,4,ARIZONA,7.2949085,7.4730105,12.506647,12.400222,12.52525
2015,AZ,4,ARIZONA,7.3284264,7.5858884,12.522539,12.458426,12.558243
2016,AZ,4,ARIZONA,7.2883272,7.6825843,12.539824,12.510364,12.601963
2017,AZ,4,ARIZONA,7.3249187,7.753077,12.564918,12.551354,12.64784
1991,AR,5,ARKANSAS,5.4536104,4.6959248,11.080772,10.447482,10.563073
1992,AR,5,ARKANSAS,5.6087389,4.8081112,11.188137,10.503946,10.635175
1993,AR,5,ARKANSAS,5.6906972,4.906755,11.215597,10.589469,10.714813
1994,AR,5,ARKANSAS,5.6822181,4.9992371,11.23153,10.637018,10.769874
1995,AR,5,ARKANSAS,5.7278037,5.0330491,11.21255,10.698483,10.847703
1996,AR,5,ARKANSAS,5.8135333,5.0739231,11.240565,10.761401,10.908006
1997,AR,5,ARKANSAS,5.8590755,5.1422482,11.225496,10.820736,10.967792
1998,AR,5,ARKANSAS,5.928791,5.2449164,11.276443,10.868721,10.999857
1999,AR,5,ARKANSAS,6.0147438,5.3038025,11.297291,10.928383,11.042002
2000,AR,5,ARKANSAS,6.1459618,4.9323483,11.365156,10.967739,11.109709
2001,AR,5,ARKANSAS,6.1124415,5.0870938,11.377529,11.018135,11.138523
2002,AR,5,ARKANSAS,6.1513801,5.3369474,11.437361,11.069262,11.164805
2003,AR,5,ARKANSAS,6.147707,5.3827672,11.43505,11.09227,11.21115
2004,AR,5,ARKANSAS,6.2345347,5.5151281,11.475141,11.149764,11.267265
2005,AR,5,ARKANSAS,6.2147026,5.6250424,11.505206,11.212266,11.345979
2006,AR,5,ARKANSAS,6.3807211,5.7185254,11.526276,11.264468,11.403222
2007,AR,5,ARKANSAS,6.4436288,5.8020124,11.546061,11.327417,11.455132
2008,AR,5,ARKANSAS,6.5456233,5.8758674,11.573136,11.390852,11.481932
2009,AR,5,ARKANSAS,6.5543208,6.012825,11.594266,11.4275,11.502423
2010,AR,5,ARKANSAS,6.647594,6.0651655,11.685904,11.410295,11.483073
2011,AR,5,ARKANSAS,6.7131391,6.0242515,11.728722,11.443474,11.529684
2012,AR,5,ARKANSAS,6.7091594,6.1308637,11.731466,11.508632,11.572
2013,AR,5,ARKANSAS,6.6980414,6.1715617,11.729302,11.580441,11.596763
2014,AR,5,ARKANSAS,6.6869116,6.2860284,11.706558,11.582831,11.646157
2015,AR,5,ARKANSAS,6.6841388,6.3318791,11.681891,11.639959,11.672803
2016,AR,5,ARKANSAS,6.6700974,6.4037414,11.670869,11.671472,11.68487
2017,AR,5,ARKANSAS,6.6498799,6.4690576,11.652478,11.695743,11.698365
1991,CA,6,CALIFORNIA,8.7012968,6.5727019,13.917807,13.374965,13.558629
1992,CA,6,CALIFORNIA,8.6496944,6.8094807,13.925489,13.409034,13.579846
1993,CA,6,CALIFORNIA,8.5610571,7.0367641,13.91512,13.462328,13.601522
1994,CA,6,CALIFORNIA,8.5301886,7.1610789,13.882826,13.486633,13.624891
1995,CA,6,CALIFORNIA,8.6063023,7.2100797,13.886014,13.517683,13.666267
1996,CA,6,CALIFORNIA,8.6935139,7.1748009,13.914103,13.567873,13.722931
1997,CA,6,CALIFORNIA,8.7792034,7.1843257,13.949909,13.628779,13.779039
1998,CA,6,CALIFORNIA,8.9636469,7.2153134,13.961664,13.690715,13.883658
1999,CA,6,CALIFORNIA,8.9813175,7.2565498,13.993551,13.774636,13.953394
2000,CA,6,CALIFORNIA,9.0503302,6.988378,14.175625,13.841587,14.036325
2001,CA,6,CALIFORNIA,9.1592035,6.9855013,14.060279,13.941231,14.127808
2002,CA,6,CALIFORNIA,9.2260418,6.9879851,14.085083,13.97573,14.140569
2003,CA,6,CALIFORNIA,9.2273121,7.1116939,14.161881,13.992081,14.177672
2004,CA,6,CALIFORNIA,9.1717911,7.4460711,14.15289,14.037458,14.239008
2005,CA,6,CALIFORNIA,9.1825714,7.6296668,14.175624,14.100242,14.305449
2006,CA,6,CALIFORNIA,9.2750978,7.8823991,14.132764,14.157173,14.377334
2007,CA,6,CALIFORNIA,9.3531723,7.9359946,14.17667,14.231624,14.443979
2008,CA,6,CALIFORNIA,9.4177485,7.5909362,14.225942,14.273931,14.486339
2009,CA,6,CALIFORNIA,9.4026327,7.8198657,14.31016,14.289618,14.503986
2010,CA,6,CALIFORNIA,9.3038292,7.9477797,14.293014,14.256351,14.467868
2011,CA,6,CALIFORNIA,9.3649426,7.7607303,14.277166,14.303144,14.495884
2012,CA,6,CALIFORNIA,9.2189941,8.1536856,14.248045,14.368211,14.533378
2013,CA,6,CALIFORNIA,9.2756653,8.1593781,14.222272,14.431992,14.578416
2014,CA,6,CALIFORNIA,9.3912277,8.2169237,14.23284,14.45017,14.632101
2015,CA,6,CALIFORNIA,9.5057878,8.2149057,14.247177,14.519122,14.688962
2016,CA,6,CALIFORNIA,9.6116056,8.2833738,14.240864,14.591135,14.753082
2017,CA,6,CALIFORNIA,9.6609173,8.3936396,14.244849,14.632595,14.793009
1991,CO,8,COLORADO,5.9694743,5.6940689,11.785925,11.092355,11.232821
1992,CO,8,COLORADO,5.9824238,5.8075418,11.807549,11.150547,11.286855
1993,CO,8,COLORADO,6.0234475,5.9197001,11.825654,11.2332,11.37713
1994,CO,8,COLORADO,6.055378,5.9511633,11.820021,11.312181,11.468542
1995,CO,8,COLORADO,6.0958247,6.007338,11.815095,11.384908,11.557008
1996,CO,8,COLORADO,6.1785665,6.0695825,11.815509,11.468438,11.632555
1997,CO,8,COLORADO,6.2416396,6.0978494,11.821042,11.544771,11.704215
1998,CO,8,COLORADO,6.2936039,6.1370788,11.832702,11.619156,11.825363
1999,CO,8,COLORADO,6.3354087,6.1843553,11.847467,11.720762,11.920932
2000,CO,8,COLORADO,6.396914,6.2041364,11.861658,11.798259,12.009004
2001,CO,8,COLORADO,6.4566956,6.1224861,11.859999,11.90446,12.104071
2002,CO,8,COLORADO,6.4632888,6.2216296,11.903101,11.95118,12.141917
2003,CO,8,COLORADO,6.2767763,6.4284105,11.959264,11.953784,12.159834
2004,CO,8,COLORADO,6.2482643,6.630055,11.990283,11.971684,12.188334
2005,CO,8,COLORADO,6.3057122,6.6258535,11.999731,12.008267,12.225779
2006,CO,8,COLORADO,6.3708854,6.7089186,11.97588,12.0741,12.300964
2007,CO,8,COLORADO,6.4349747,6.6700525,11.966432,12.152016,12.351064
2008,CO,8,COLORADO,6.5326972,6.8141208,12.011504,12.215406,12.413263
2009,CO,8,COLORADO,6.668345,6.9294071,12.052711,12.248836,12.451239
2010,CO,8,COLORADO,6.7126169,7.0962596,12.140099,12.200055,12.423574
2011,CO,8,COLORADO,6.5573969,7.2249451,12.183934,12.23258,12.44957
2012,CO,8,COLORADO,6.3776774,7.2652297,12.168064,12.315614,12.485338
2013,CO,8,COLORADO,6.3636346,7.3209949,12.146349,12.376412,12.519128
2014,CO,8,COLORADO,6.4325953,7.4202657,12.127224,12.426338,12.571774
2015,CO,8,COLORADO,6.5784912,7.40727,12.111031,12.511008,12.633204
2016,CO,8,COLORADO,6.6806817,7.4674253,12.102178,12.557552,12.67155
2017,CO,8,COLORADO,6.6885195,7.5287361,12.112926,12.576189,12.704932
1991,CT,9,CONNECTICUT,6.094923,4.9015641,11.056146,11.372388,11.514614
1992,CT,9,CONNECTICUT,6.0542045,5.0619621,11.048554,11.382997,11.527565
1993,CT,9,CONNECTICUT,5.8547854,5.2122145,11.045446,11.453911,11.568916
1994,CT,9,CONNECTICUT,5.9991846,5.2443891,11.017219,11.486043,11.586919
1995,CT,9,CONNECTICUT,5.9967008,5.2501769,10.99055,11.514008,11.636161
1996,CT,9,CONNECTICUT,6.0527949,5.3249593,10.960722,11.567816,11.721663
1997,CT,9,CONNECTICUT,6.0723529,5.3664432,10.944806,11.614997,11.76843
1998,CT,9,CONNECTICUT,6.1398845,5.3766665,10.92822,11.67837,11.8397
1999,CT,9,CONNECTICUT,6.2051635,5.4227448,10.944841,11.754519,11.887899
2000,CT,9,CONNECTICUT,6.319839,5.4706693,10.983341,11.808689,11.933858
2001,CT,9,CONNECTICUT,6.3531089,5.5114479,11.018235,11.898561,12.019133
2002,CT,9,CONNECTICUT,6.4183059,5.5919423,11.069493,11.952747,12.061782
2003,CT,9,CONNECTICUT,6.4474177,5.7479858,11.128175,11.953423,12.079422
2004,CT,9,CONNECTICUT,6.4368186,5.9238567,11.156679,11.968319,12.108128
2005,CT,9,CONNECTICUT,6.4942369,6.0347819,11.188275,12.02132,12.199362
2006,CT,9,CONNECTICUT,6.5503097,6.1230493,11.206509,12.075227,12.24897
2007,CT,9,CONNECTICUT,6.6268492,6.1652207,11.22459,12.153464,12.314429
2008,CT,9,CONNECTICUT,6.7209363,6.2200952,11.252703,12.226317,12.378102
2009,CT,9,CONNECTICUT,6.7189722,6.3026042,11.295179,12.287032,12.392182
2010,CT,9,CONNECTICUT,6.7904868,6.3677402,11.350795,12.271917,12.373252
2011,CT,9,CONNECTICUT,6.7626214,6.3333092,11.365365,12.31145,12.378569
2012,CT,9,CONNECTICUT,6.649631,6.5509114,11.35841,12.341169,12.373804
2013,CT,9,CONNECTICUT,6.5547309,6.5956573,11.382931,12.360243,12.404108
2014,CT,9,CONNECTICUT,6.6811204,6.7367353,11.392801,12.339164,12.415652
2015,CT,9,CONNECTICUT,6.7861071,6.7941937,11.378284,12.384215,12.424666
2016,CT,9,CONNECTICUT,6.8851948,6.9048514,11.358666,12.408941,12.468716
2017,CT,9,CONNECTICUT,6.8314466,6.9589925,11.412044,12.427538,12.482553
1991,DE,10,DELAWARE,4.6728287,4.6424661,10.166351,9.5726957,9.8998957
1992,DE,10,DELAWARE,4.7022967,4.7849884,10.15995,9.6288071,9.9871855
1993,DE,10,DELAWARE,4.714921,4.8970933,10.190507,9.671196,10.039202
1994,DE,10,DELAWARE,4.7113304,4.940928,10.185466,9.7091017,10.065122
1995,DE,10,DELAWARE,4.7774415,5.0460024,10.186483,9.7506456,10.151827
1996,DE,10,DELAWARE,4.89784,5.1275291,10.197239,9.8076372,10.229942
1997,DE,10,DELAWARE,5.0421338,5.1716199,10.211891,9.874774,10.280433
1998,DE,10,DELAWARE,4.9628448,5.2300386,10.218335,9.9204578,10.403283
1999,DE,10,DELAWARE,5.0801616,5.2385674,10.297352,10.021373,10.512796
2000,DE,10,DELAWARE,5.1170974,5.3283615,10.273671,10.092875,10.605683
2001,DE,10,DELAWARE,5.2187328,5.3749809,10.273118,10.191062,10.677971
2002,DE,10,DELAWARE,5.2225156,5.3711028,10.195224,10.288832,10.746095
2003,DE,10,DELAWARE,5.1532426,5.4863358,10.342646,10.321764,10.73112
2004,DE,10,DELAWARE,5.2072544,5.5161119,10.293704,10.34479,10.773977
2005,DE,10,DELAWARE,5.2675881,5.5698462,10.326825,10.385195,10.848354
2006,DE,10,DELAWARE,5.3291783,5.747611,10.350383,10.413405,10.861959
2007,DE,10,DELAWARE,5.4023294,5.819118,10.350383,10.47066,10.916313
2008,DE,10,DELAWARE,5.4251637,5.8575487,10.361513,10.50069,10.938067
2009,DE,10,DELAWARE,5.4408283,5.9395599,10.386438,10.491085,10.911218
2010,DE,10,DELAWARE,5.4333124,6.0558252,10.421388,10.499138,10.948545
2011,DE,10,DELAWARE,5.2929997,6.1485791,10.452995,10.511232,10.958625
2012,DE,10,DELAWARE,5.3060656,6.2785215,10.453688,10.592265,11.008039
2013,DE,10,DELAWARE,5.3126478,6.327023,10.454927,10.605059,11.034499
2014,DE,10,DELAWARE,5.3787422,6.3860736,10.481701,10.620092,11.013141
2015,DE,10,DELAWARE,5.3708444,6.4234171,10.511676,10.666354,11.11082
2016,DE,10,DELAWARE,5.3898959,6.4568529,10.5043,10.717761,11.170004
2017,DE,10,DELAWARE,5.4158378,6.4490228,10.478808,10.737311,11.149796
1991,FL,12,FLORIDA,7.2499256,5.8298278,12.82535,12.459052,12.455232
1992,FL,12,FLORIDA,7.2169299,6.0442944,12.865174,12.500141,12.497507
1993,FL,12,FLORIDA,7.2167096,6.1652079,12.877572,12.557666,12.559095
1994,FL,12,FLORIDA,7.2718425,6.2316618,12.890482,12.616169,12.626108
1995,FL,12,FLORIDA,7.3588309,6.166048,12.908652,12.668784,12.698227
1996,FL,12,FLORIDA,7.4104075,6.1796026,12.914409,12.741347,12.756939
1997,FL,12,FLORIDA,7.5213723,6.2501683,12.905304,12.804653,12.823722
1998,FL,12,FLORIDA,7.5969448,6.3547177,12.908018,12.862042,12.903518
1999,FL,12,FLORIDA,7.6154957,6.5775719,12.888185,12.938141,12.97169
2000,FL,12,FLORIDA,7.7281775,6.6083879,12.910202,12.985825,13.03532
2001,FL,12,FLORIDA,7.8915558,6.7064471,12.950286,13.06524,13.101115
2002,FL,12,FLORIDA,7.872355,6.8321443,12.999087,13.115011,13.155197
2003,FL,12,FLORIDA,7.9282146,6.9087181,13.074546,13.147666,13.215016
2004,FL,12,FLORIDA,7.9364271,6.7004476,13.122308,13.197661,13.277186
2005,FL,12,FLORIDA,8.0595808,6.7875056,13.131635,13.282413,13.362207
2006,FL,12,FLORIDA,8.1135464,6.8149548,13.138093,13.373133,13.454169
2007,FL,12,FLORIDA,8.1322145,6.8333697,13.157897,13.456656,13.52042
2008,FL,12,FLORIDA,8.1386757,6.9577713,13.200775,13.497238,13.552405
2009,FL,12,FLORIDA,8.1756735,6.7854314,13.244515,13.496872,13.528497
2010,FL,12,FLORIDA,8.136673,7.0990973,13.316689,13.434092,13.49335
2011,FL,12,FLORIDA,8.1754484,7.3502574,13.363457,13.494029,13.511416
2012,FL,12,FLORIDA,8.0312939,7.4794898,13.37148,13.547153,13.523536
2013,FL,12,FLORIDA,7.9328389,7.5568638,13.336149,13.584119,13.553248
2014,FL,12,FLORIDA,8.1072731,7.5568409,13.318302,13.586632,13.593246
2015,FL,12,FLORIDA,8.1764545,7.5702453,13.30668,13.660214,13.640543
2016,FL,12,FLORIDA,8.2150536,7.5822225,13.302449,13.727657,13.704742
2017,FL,12,FLORIDA,8.2617254,7.5774393,13.300163,13.75625,13.75233
1991,GA,13,GEORGIA,6.7192545,5.4856267,12.078739,11.662637,11.854002
1992,GA,13,GEORGIA,6.6691175,5.6376429,12.171326,11.710916,11.903343
1993,GA,13,GEORGIA,6.7460594,5.7183428,12.199199,11.790398,11.983315
1994,GA,13,GEORGIA,6.876574,5.7990928,12.218945,11.850635,12.053265
1995,GA,13,GEORGIA,7.0004258,5.8481712,12.246034,11.924651,12.144174
1996,GA,13,GEORGIA,7.0788474,5.9113383,12.267953,12.001188,12.222916
1997,GA,13,GEORGIA,7.2278075,6.0333261,12.288739,12.078726,12.301332
1998,GA,13,GEORGIA,7.2940373,6.1072454,12.311347,12.141789,12.399154
1999,GA,13,GEORGIA,7.1438546,5.978828,12.066069,12.234186,12.487088
2000,GA,13,GEORGIA,7.3987455,5.7145438,12.060521,12.29891,12.574162
2001,GA,13,GEORGIA,7.5663199,6.0035248,12.367332,12.377691,12.636593
2002,GA,13,GEORGIA,7.5771332,5.9203634,12.466766,12.426096,12.672172
2003,GA,13,GEORGIA,7.5916214,5.8121085,12.554583,12.45367,12.6975
2004,GA,13,GEORGIA,7.6085443,5.8612065,12.575503,12.489792,12.737907
2005,GA,13,GEORGIA,7.6615639,5.8801045,12.595937,12.54348,12.80561
2006,GA,13,GEORGIA,7.7360268,6.1869526,12.58675,12.603189,12.865624
2007,GA,13,GEORGIA,7.7851729,6.3194461,12.604026,12.668499,12.904567
2008,GA,13,GEORGIA,7.8453674,6.4527254,12.646773,12.713299,12.936352
2009,GA,13,GEORGIA,7.8128052,6.4722042,12.709469,12.719897,12.930989
2010,GA,13,GEORGIA,7.857038,6.7877212,12.823235,12.699293,12.916629
2011,GA,13,GEORGIA,7.864037,6.7857814,12.862595,12.722687,12.940563
2012,GA,13,GEORGIA,7.7744007,7.1650777,12.845302,12.789792,12.97055
2013,GA,13,GEORGIA,7.73699,7.2867236,12.779842,12.818194,13.003878
2014,GA,13,GEORGIA,7.8012123,7.310607,12.759191,12.833318,13.040253
2015,GA,13,GEORGIA,7.8417702,7.3629537,12.749341,12.900959,13.093587
2016,GA,13,GEORGIA,7.891109,7.4199033,12.753167,12.958329,13.149133
2017,GA,13,GEORGIA,7.9400682,7.4384437,12.758459,12.9944,13.198444
1991,HI,15,HAWAII,5.5178542,3.0910425,10.307952,10.125794,10.39005
1992,HI,15,HAWAII,5.5274429,3.3357697,10.33514,10.182364,10.444552
1993,HI,15,HAWAII,5.6193132,3.4339871,10.370894,10.255359,10.494865
1994,HI,15,HAWAII,5.609838,3.48124,10.403323,10.291348,10.511415
1995,HI,15,HAWAII,5.6426163,3.4499876,10.415652,10.314395,10.529289
1996,HI,15,HAWAII,5.4918261,3.5085559,10.395375,10.337346,10.539087
1997,HI,15,HAWAII,5.6348863,3.9337845,10.329833,10.338346,10.548615
1998,HI,15,HAWAII,5.6359673,4.0792308,10.30872,10.370596,10.536219
1999,HI,15,HAWAII,5.5320368,4.1271343,10.392834,10.389952,10.535408
2000,HI,15,HAWAII,5.63662,4.1932092,10.388503,10.423991,10.577717
2001,HI,15,HAWAII,5.5902853,4.175756,10.367536,10.482402,10.633453
2002,HI,15,HAWAII,5.6003718,4.1702867,10.40617,10.524172,10.666494
2003,HI,15,HAWAII,5.7105265,4.2689977,10.446393,10.570157,10.724304
2004,HI,15,HAWAII,5.7943702,4.4244871,10.475625,10.616217,10.798127
2005,HI,15,HAWAII,5.8135099,4.4965019,10.483829,10.691431,10.892319
2006,HI,15,HAWAII,5.9506774,4.5696979,10.472686,10.764399,10.979648
2007,HI,15,HAWAII,6.056694,4.7461338,10.463389,10.833703,11.040759
2008,HI,15,HAWAII,6.145061,4.8641133,10.476415,10.885999,11.085729
2009,HI,15,HAWAII,6.2173886,5.0539503,10.520563,10.934176,11.110427
2010,HI,15,HAWAII,6.1607933,5.2147741,10.593053,10.927556,11.092732
2011,HI,15,HAWAII,6.0759048,5.2978864,10.615039,10.953943,11.130155
2012,HI,15,HAWAII,6.0655093,5.3746819,10.618469,11.002843,11.163121
2013,HI,15,HAWAII,6.083055,5.4005156,10.623617,11.042216,11.206165
2014,HI,15,HAWAII,6.0974822,5.4339547,10.607475,11.055902,11.235699
2015,HI,15,HAWAII,6.1809382,5.4686708,10.582637,11.110148,11.262594
2016,HI,15,HAWAII,6.2319031,5.473187,10.556177,11.161728,11.323096
2017,HI,15,HAWAII,6.3384552,5.4677653,10.513987,11.19655,11.360285
1991,ID,16,IDAHO,5.1653571,3.3068867,10.350766,9.7021236,9.7983599
1992,ID,16,IDAHO,5.1979442,3.4468079,10.412081,9.7521353,9.8443584
1993,ID,16,IDAHO,5.2176495,3.6082115,10.463732,9.8471708,9.9345789
1994,ID,16,IDAHO,5.2786245,3.7565382,10.47937,9.9388933,10.04758
1995,ID,16,IDAHO,5.3426752,3.80123,10.500482,10.006919,10.144687
1996,ID,16,IDAHO,5.3787985,3.8494942,10.510368,10.079233,10.231438
1997,ID,16,IDAHO,5.4024777,3.8751099,10.523607,10.139938,10.272102
1998,ID,16,IDAHO,5.4697151,4.0596976,10.525461,10.18188,10.290075
1999,ID,16,IDAHO,5.5546784,4.0776777,10.543682,10.260231,10.341223
2000,ID,16,IDAHO,5.6098123,4.1851535,10.56754,10.320427,10.438172
2001,ID,16,IDAHO,5.7018223,4.2470078,10.583929,10.397912,10.545152
2002,ID,16,IDAHO,5.8135114,3.9581101,10.635687,10.435944,10.529001
2003,ID,16,IDAHO,5.7383065,4.2137122,10.671371,10.468245,10.563991
2004,ID,16,IDAHO,5.7464886,4.3758984,10.718498,10.502396,10.605144
2005,ID,16,IDAHO,5.7780943,4.4972973,10.714951,10.577572,10.685995
2006,ID,16,IDAHO,5.8113599,4.5552201,10.703335,10.641685,10.778183
2007,ID,16,IDAHO,5.8519492,4.6181831,10.677708,10.739897,10.839116
2008,ID,16,IDAHO,5.9450874,4.5205226,10.691217,10.802083,10.893997
2009,ID,16,IDAHO,5.953176,4.6193037,10.707841,10.823878,10.924967
2010,ID,16,IDAHO,5.8721085,4.8435802,10.804685,10.788845,10.892564
2011,ID,16,IDAHO,5.8118038,5.026608,10.881832,10.823703,10.918187
2012,ID,16,IDAHO,5.7698798,5.2328033,10.984954,10.879604,10.941785
2013,ID,16,IDAHO,5.8516307,5.3415647,10.965384,10.9356,10.964128
2014,ID,16,IDAHO,5.8901525,5.3832617,10.936263,10.974009,11.018919
2015,ID,16,IDAHO,5.9573398,5.4565415,10.898626,11.032097,11.059138
2016,ID,16,IDAHO,5.9939699,5.3887849,10.873205,11.094758,11.097475
2017,ID,16,IDAHO,6.0843458,5.3686461,10.880234,11.133779,11.142287
1991,IL,17,ILLINOIS,7.3601041,5.9012661,12.824461,12.391727,12.539036
1992,IL,17,ILLINOIS,7.3495522,5.9806561,12.856737,12.412566,12.572358
1993,IL,17,ILLINOIS,7.3826842,6.0851827,12.848171,12.490262,12.632113
1994,IL,17,ILLINOIS,7.4255962,6.1065774,12.816615,12.525844,12.676323
1995,IL,17,ILLINOIS,7.474999,6.1139035,12.790777,12.577825,12.759876
1996,IL,17,ILLINOIS,7.5252624,6.1874423,12.782422,12.637236,12.806147
1997,IL,17,ILLINOIS,7.5725031,6.2146082,12.733171,12.699405,12.857105
