STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL,P1TUITION
23651,2,8,1.0729,5,4,1,-8
23652,1,6,-.4362,2,-8,2,-8
23653,1,6,.5734,5,4,1,-8
23654,1,2,-.6333,2,-8,-4,-7
23655,1,8,-.1769,3,6,1,-8
23656,1,6,-.1691,3,-7,-8,-8
23657,2,8,-.5386,2,4,1,0
23658,1,3,-.556,2,6,2,-7
23659,2,2,-.8455,1,-8,-8,-9
23660,2,6,.0141,3,4,-8,-8
23661,1,-9,-8,-8,3,2,-8
23662,1,8,.9082,5,-8,1,-7
23663,2,3,.3532,4,-8,-8,-8
23664,1,8,.2588,4,4,-4,-8
23665,2,8,.2467,4,-7,-7,-8
23666,1,2,.3643,4,6,1,-7
23668,2,8,.771,5,4,1,-8
23669,1,8,-.0112,3,-8,-8,-8
23670,1,2,-1.0669,1,4,2,-7
23671,1,8,1.0861,5,4,2,0
23672,1,3,1.2411,5,4,1,0
23673,1,8,.6096,5,-8,2,1
23674,2,8,1.1568,5,6,-7,-7
23675,1,8,.082,4,-7,-7,-8
23676,2,8,-.5787,2,-8,1,-7
23677,2,6,.2929,4,-8,1,-8
23678,2,5,.4809,4,-8,-7,0
23679,1,8,.6971000000000001,5,4,2,-9
23680,2,4,-.8981,1,-7,-7,-9
23681,2,8,.8096,5,4,2,-9
23682,1,8,-8,-8,5,2,0
23683,1,8,-.288,3,-7,-8,-7
23684,1,1,-.4318,2,2,3,-7
23685,2,8,1.053,5,2,3,-7
23686,1,-9,-8,-8,-7,-7,-8
23687,1,8,.6078,5,4,1,-9
23689,2,8,1.0926,5,4,2,1
23690,2,3,-8,-8,4,-8,-8
23691,1,8,-.2903,3,-8,-8,-7
23692,2,8,-1.2407,1,-7,-7,-7
23693,1,8,-.2482,3,-8,-7,-8
23694,1,2,.122,4,-8,2,-8
23696,2,8,-.473,2,5,1,1
23697,2,8,-.2075,3,3,-8,-7
23699,2,2,1.0319,5,-8,1,-7
23700,2,8,1.1126,5,4,2,-7
23702,1,8,.4529,4,4,2,1
23703,2,3,.944,5,4,-9,1
23704,2,2,.1419,4,-7,2,-8
23705,1,5,-.0011,3,-8,-8,-9
23707,2,3,-1.3152,1,-7,-7,-8
23708,2,3,-1.4415,1,-7,-7,-7
23711,2,8,-.6137,2,-7,-7,-8
23712,1,-9,-8,-8,-8,2,-8
23713,1,8,.8473000000000001,5,4,2,0
23714,2,8,.0939,4,-8,-8,-8
23715,2,6,-.4474,2,-8,-8,-8
23716,1,8,.6964,5,4,1,-7
23717,2,8,-.8479,1,-8,3,0
23718,2,8,1.1166,5,4,2,-7
23719,2,6,.5439000000000001,5,4,2,-8
23720,2,8,.2103,4,2,3,-7
23722,2,2,-.6744,2,4,1,-9
23723,2,8,.6487000000000001,5,-8,2,1
23726,1,4,-8,-8,2,3,-8
23727,1,6,-8,-8,5,1,1
23728,1,8,-.0655,3,5,2,-7
23729,1,3,-.8086,1,-8,-8,-8
23730,2,8,.2257,4,-8,-8,-7
23731,2,3,-.6665,2,-7,2,-7
23732,1,4,-8,-8,-7,-7,-8
23733,2,8,-1.2855,1,-7,-7,-7
23734,1,-9,-8,-8,-8,-8,-8
23736,1,8,.3602,4,-7,-7,-8
23737,1,3,-.5621,2,-7,-8,-7
23738,2,8,.0653,4,6,3,-7
23739,2,5,-.0113,3,-8,-8,-8
23740,1,8,-.3932,2,6,2,-7
23741,1,8,1.7611,5,4,1,1
23742,1,8,-.1639,3,-8,-8,-7
23743,1,2,.11,4,5,2,-8
23744,2,8,.7262999999999999,5,4,2,1
23745,2,8,.2291,4,2,1,-7
23746,1,8,1.93,5,4,3,1
23747,2,2,.5819,5,4,-7,-8
23748,2,2,-8,-8,-7,-8,-8
23749,1,2,1.4363,5,4,3,-7
23750,2,8,.6798999999999999,5,6,1,-7
23751,1,3,-.1984,3,5,3,1
23752,1,3,.1984,4,3,2,-7
23753,1,5,-.006,3,-9,-8,-9
23754,2,5,1.2149,5,5,2,-7
23755,2,8,1.3306,5,4,2,1
23756,1,2,.0774,4,4,1,-9
23757,1,8,-.1273,3,-8,-7,-7
23759,2,2,1.0427,5,4,-8,0
23760,1,6,-.7428,1,-8,-8,-8
23761,1,8,-1.3419,1,-7,2,-7
23762,2,6,.2718,4,4,1,0
23763,2,5,-1.5119,1,6,1,-7
23764,2,8,.4114,4,-8,-8,-7
23765,1,8,.018,3,4,1,1
23766,2,3,.5794,5,-7,-7,-7
23767,2,5,-.4204,2,4,2,-7
23768,2,2,.4496,4,4,1,-7
23769,2,8,1.6028,5,-8,2,0
23770,1,3,-8,-8,-7,2,-8
23771,2,8,-.1269,3,-8,-4,-8
23773,1,4,-1.43,1,-8,-7,-7
23774,1,8,-.5985,2,-8,-4,0
23775,1,8,.7131999999999999,5,4,2,-7
23776,1,8,-.1602,3,6,1,-9
23777,2,8,-.6830000000000001,2,-8,1,-7
23778,1,6,.2837,4,5,1,-8
23779,1,8,-.3349,3,6,2,-8
23780,2,8,-.8847,1,-7,-8,-8
23781,2,-9,-8,-8,2,2,-8
23782,1,8,.3462,4,-7,-7,-7
23783,2,-9,-8,-8,6,2,-8
23784,2,6,-.8290999999999999,1,4,-8,0
23785,2,8,-1.1308,1,-8,-7,-7
23787,2,8,-.1505,3,6,3,-7
23788,2,5,-.5254,2,-8,2,-8
23789,2,5,-.6064000000000001,2,-7,-8,-8
23790,1,8,.334,4,6,-7,-7
23791,1,2,-1.6338,1,4,1,-7
23792,2,5,-.0837,3,5,3,-7
23793,1,5,.8651,5,4,1,0
23794,2,5,-.0984,3,-7,2,-7
23795,1,8,.6797,5,4,2,-7
23796,1,8,.4773,4,4,3,-7
23797,1,-9,-8,-8,-7,-7,-8
23798,1,8,-.394,2,-7,-7,-7
23799,1,8,.122,4,4,1,-8
23800,2,2,.0175,3,6,-4,-7
23801,2,8,-.0666,3,5,-7,1
23802,1,-9,-8,-8,-8,-8,-8
23803,1,8,1.013,5,6,2,-7
23804,2,2,1.3728,5,4,2,1
23805,2,5,-.2853,3,2,1,-7
23806,1,5,-.2462,3,4,2,-8
23807,1,3,-.4443,2,-8,-8,-8
23808,2,8,-1.1817,1,-7,-7,-7
23809,1,5,.0178,3,6,2,-9
23810,1,8,1.179,5,-8,2,1
23812,1,3,-.6665,2,6,1,1
23814,2,8,-8,-8,-7,3,-7
23815,2,8,.7275,5,4,1,-7
23816,2,8,.7237,5,-8,2,1
23817,1,-9,-8,-8,-8,-7,-8
23818,2,5,-.4414,2,4,-7,-7
23819,1,8,.6589,5,-7,-7,-7
23820,2,5,-.407,2,6,-7,-8
23821,2,8,-1.2803,1,-7,-8,0
23822,1,8,1.2356,5,-7,-7,-7
23823,2,8,-.2132,3,-7,-7,-8
23824,1,8,.8635,5,5,-7,-7
23825,1,8,-1.2803,1,-8,1,0
23826,2,3,-1.0772,1,-7,-7,-7
23827,2,8,.6045,5,4,1,-7
23828,1,8,.5538,5,6,-8,-8
23829,1,8,.5499000000000001,5,1,2,-7
23830,1,6,.4446,4,-8,-7,-7
23831,1,8,.0691,4,-7,-7,-7
23832,1,3,-8,-8,4,3,-8
23833,2,3,-.1245,3,6,-7,-7
23834,2,8,.4104,4,2,1,-8
23835,2,8,-.3641,2,4,1,-9
23836,1,5,-.5512,2,-7,-7,-7
23837,1,4,-8,-8,-8,-8,-8
23838,2,8,-.7506,1,-7,-7,-7
23839,1,-9,-8,-8,-7,-7,-8
23840,1,5,-.1837,3,5,-8,-8
23841,2,8,-.8429,1,5,1,-7
23842,1,6,.8582,5,-7,2,-8
23843,1,8,-.482,2,5,2,0
23844,1,2,-.3529,2,-8,-4,-8
23845,2,8,1.6672,5,4,1,1
23846,2,2,1.4699,5,6,2,-7
23847,1,8,-.1785,3,-8,-8,-8
23848,1,8,.1753,4,6,2,1
23849,2,8,.5161,4,4,2,1
23850,1,8,-.527,2,-8,-8,-7
23851,1,8,.0202,3,4,2,-8
23852,1,8,.4656,4,5,-8,-7
23853,2,8,-.3325,3,-7,-7,-7
23854,2,5,-.3253,3,4,1,0
23856,2,2,.4378,4,4,3,-7
23858,2,2,.9133,5,6,-7,-8
23859,2,8,.0022,3,-7,-7,-7
23860,2,8,.1019,4,4,-8,-8
23861,2,3,-.5923,2,-7,-8,-8
23862,1,6,-.4348,2,4,-8,1
23863,2,3,-.7321,1,-7,1,-7
23864,1,8,1.3202,5,4,2,0
23865,1,5,.5669,5,3,3,1
23866,2,3,-.3176,3,5,-7,-8
23867,2,8,-.8429,1,3,2,-7
23868,1,-9,-8,-8,4,1,-8
23869,2,5,-.6592,2,-7,2,-7
23870,1,5,-1.8153,1,5,1,-8
23871,1,8,.2333,4,4,1,-8
23872,1,3,-.4438,2,4,1,-7
23873,2,8,-.3551,2,6,-8,-8
23874,2,8,-.3042,3,-8,-8,-7
23875,2,3,-.0026,3,-7,-7,-8
23876,1,8,2.2934,5,4,2,1
23877,1,4,-8,-8,-8,2,-8
23878,2,8,-.3298,3,6,-7,-7
23879,1,3,-.3431,2,-7,-4,1
23880,1,2,2.1535,5,4,-9,-9
23881,2,8,.5889,5,4,1,0
23882,2,8,.0715,4,4,-8,-8
23883,1,8,-.5555,2,-8,-8,-8
23884,2,8,-.8837,1,6,1,0
23885,1,-9,-8,-8,3,2,-8
23886,2,8,-1.5209,1,-7,-7,-7
23887,1,6,-.5981,2,-7,-7,-7
23888,2,-9,-8,-8,4,-8,-8
23889,1,8,.8902,5,4,2,-7
23890,1,8,.3852,4,-8,2,1
23891,2,6,-.1518,3,-8,1,-7
23892,2,2,-.7212,1,-8,2,-7
23893,1,8,-.0655,3,-8,3,-7
23895,2,5,-.652,2,4,3,1
23897,1,8,.6758,5,6,1,-8
23898,1,3,-.2293,3,-8,3,-7
23899,1,8,-.0855,3,4,2,1
23900,1,3,.2976,4,4,3,-7
23901,2,5,.2732,4,3,-4,-7
23902,1,5,.877,5,-8,-8,-7
23903,2,8,-.1526,3,4,-8,-7
23904,1,5,-.0996,3,4,1,-7
23905,1,3,1.2789,5,6,2,-7
23906,1,5,-.8469,1,5,-4,-8
23907,1,8,-.1112,3,4,2,-8
23908,1,8,-1.3048,1,-7,-7,-7
23910,2,5,-.4439,2,-7,-7,1
23911,2,8,-.0149,3,4,1,1
23912,1,5,-8,-8,-8,-7,-7
23913,1,3,-1.5735,1,-7,-7,-7
23914,2,3,1.2156,5,5,2,-7
23915,1,3,.3341,4,6,2,-9
23916,1,8,.3322,4,4,2,-8
23917,1,6,1.1594,5,4,2,-7
23918,2,5,-1.2098,1,-7,-7,0
23919,1,8,-.1527,3,4,1,-7
23920,2,2,.8401,5,4,2,1
23921,2,5,-.5434,2,-8,-8,-9
23922,2,8,-.6116,2,4,3,-9
23923,1,3,.0171,3,-8,-8,-8
23924,2,8,.4413,4,5,-9,1
23925,2,5,.255,4,4,-4,0
23926,2,8,.3921,4,4,1,-8
23927,1,2,1.1569,5,-8,1,-7
23928,1,5,-1.0269,1,-7,2,-9
23929,2,8,1.179,5,4,3,0
23930,2,8,1.7029,5,4,2,-7
23931,1,-9,-8,-8,6,1,-8
23932,2,5,-1.4891,1,-7,3,-8
23933,2,6,.4381,4,-8,-8,-8
23934,1,-9,-8,-8,-8,-8,-8
23935,2,5,-.7778,1,-8,-7,-7
23936,1,5,-.0505,3,-8,-8,-8
23937,2,8,-.3713,2,4,1,0
23938,2,8,1.8231,5,4,2,-7
23939,1,5,-.112,3,4,-7,-7
23940,1,8,-.7426,1,-7,-8,-7
23941,1,8,.9827,5,5,2,1
23942,1,8,-8,-8,4,-8,-7
23943,2,8,-.3465,2,-8,2,-7
23944,1,8,1.6151,5,-7,-7,-7
23945,1,8,-.2345,3,4,3,-8
23946,2,8,-.1488,3,6,1,-8
23947,2,8,1.13,5,4,1,0
23948,2,1,-.388,2,3,1,-7
23949,2,2,1.2821,5,4,3,-7
23950,2,2,1.6801,5,4,1,-7
23951,2,8,.0443,3,4,1,-7
23952,2,8,.5268,4,-8,-8,-9
23953,2,8,-.5291,2,3,-8,-8
23954,2,3,-.0289,3,-7,3,-7
23955,1,8,-.4129,2,-8,2,1
23956,1,6,-.8269,1,-8,-8,-7
23958,2,8,.9874000000000001,5,-8,1,0
23959,2,5,-.9929,1,-7,-7,-7
23960,1,8,-.2062,3,-8,-7,-8
23961,2,5,-.2411,3,5,2,1
23962,1,2,.6513,5,-7,3,-7
23963,2,8,.3109,4,4,1,-8
23965,1,8,.6409,5,4,2,1
23967,1,3,-.3555,2,2,1,-8
23968,2,-9,-8,-8,-8,-8,-8
23969,1,-9,-8,-8,4,1,-8
23970,1,5,-1.0326,1,-8,1,-7
23971,1,5,-.359,2,3,2,-8
23972,2,8,.0719,4,4,1,1
23973,1,4,-8,-8,-8,3,-8
23974,2,2,-8,-8,4,1,1
23975,2,6,1.7555,5,2,3,-7
23976,1,-9,-8,-8,-8,3,-8
23977,2,8,.6086,5,4,2,0
23978,2,5,-.3686,2,6,1,-7
23979,2,5,-1.1272,1,2,2,-7
23980,1,8,.1869,4,-8,-7,-8
23981,1,2,-.1484,3,4,2,-7
23982,1,6,1.3912,5,4,2,1
23983,2,8,-1.0362,1,-7,-8,-7
23984,1,8,.7546,5,-8,1,-7
23985,1,8,.4117,4,6,2,0
23986,2,8,.593,5,6,-8,1
23987,1,3,-.7751,1,-7,2,-7
23988,1,8,-.6631,2,-8,-7,-7
23989,1,6,-1.2098,1,-7,-7,-7
23990,1,8,.8772,5,2,1,-7
23991,2,8,.3708,4,3,2,-8
23992,1,8,1.1126,5,4,3,1
23993,2,8,1.2088,5,4,2,1
23994,1,6,1.3146,5,4,1,0
23996,2,8,.3355,4,4,2,0
23997,2,8,-.6665,2,-8,-8,-7
23998,2,3,-.4264,2,-8,-7,-8
23999,1,8,.6936,5,4,2,-8
24000,1,5,-1.3077,1,6,-7,-7
24001,1,8,.4762,4,-7,-7,-7
24002,2,8,-.2411,3,-8,-8,-8
24003,2,8,-.6411,2,-8,-7,0
24005,1,5,1.6255,5,4,2,1
24006,2,8,.4174,4,5,-4,-7
24007,1,3,-.9075,1,-8,-8,1
24008,2,8,.4026,4,5,-7,-8
24009,2,5,1.2008,5,4,2,1
24010,1,8,-.7161,2,-7,-7,-7
24011,1,8,.4807,4,6,2,0
24012,2,-9,-8,-8,-8,-8,-8
24013,2,8,-.4012,2,-8,-7,-7
24014,1,-9,-8,-8,6,2,-8
24015,1,8,.344,4,5,-7,-8
24016,1,8,.3708,4,4,2,1
24017,2,8,.928,5,1,-4,1
24018,2,8,.895,5,4,1,1
24019,1,8,-1.1012,1,6,3,0
24020,1,3,-.1431,3,-8,-7,0
24021,2,6,-.5819,2,-8,-9,-8
24022,1,2,.0881,4,6,1,-8
24023,1,8,-.8967000000000001,1,-8,-7,-8
24024,2,8,.4073,4,5,2,0
24025,1,8,.2146,4,-8,-7,-8
24026,1,7,-.5628,2,4,-8,-7
24027,2,8,-.1431,3,5,-8,-7
24028,2,2,-.7034,2,4,1,-7
24029,1,8,-.292,3,5,-7,-8
24030,2,8,.2666,4,4,-4,-8
24031,1,8,-.3312,3,-7,-7,-7
24032,2,5,.258,4,4,1,1
24034,2,8,-1.2753,1,-8,-8,-8
24036,2,6,.0374,3,4,1,-7
24037,1,6,-.8837,1,6,1,-9
24038,1,8,.991,5,6,2,-8
24039,2,5,-.8507,1,5,-7,-7
24040,2,2,-.5661,2,6,-4,0
24042,2,2,.5474,5,-8,-8,-9
24044,1,6,-.0262,3,-8,2,-8
24045,2,6,.4045,4,5,1,0
24046,1,8,-.0856,3,5,2,-8
24047,1,8,-.4129,2,-8,-7,-7
24048,1,8,-1.0906,1,-8,-8,-8
24049,2,8,.7523,5,-8,-8,1
24050,2,5,-.3173,3,4,3,-7
24051,2,8,-.2467,3,-7,3,-7
24052,1,3,.7667,5,4,1,1
24053,1,3,-8,-8,4,-8,-8
24054,1,6,-.1897,3,4,2,0
24056,2,2,1.6106,5,-8,-8,1
24057,1,5,-.056,3,-7,-7,-9
24058,2,8,-.2605,3,6,2,1
24059,1,8,1.5122,5,5,-7,-7
24060,1,8,.5217000000000001,4,-9,-7,-9
24061,1,8,.5911999999999999,5,-8,-8,-8
24062,2,6,-1.1487,1,3,3,-7
24063,1,8,.9587,5,4,1,1
24064,1,6,.3498,4,4,2,-7
24065,2,8,.4693,4,-8,2,-7
24066,1,5,-.6342,2,-8,-4,-7
24067,2,3,.7316,5,5,1,1
24069,1,8,-.6333,2,4,1,-7
24071,1,8,.9151,5,4,2,1
24072,2,5,-.7751,1,3,1,-7
24073,2,8,1.2416,5,4,1,1
24074,2,1,.8078,5,4,1,0
24075,1,2,.7279,5,4,2,-7
24076,1,3,.4241,4,-7,-8,-8
24077,2,5,-.0505,3,4,1,-9
24078,1,2,-.0889,3,5,1,0
24079,1,8,.007,3,-7,-8,-8
24080,2,3,1.4202,5,-8,1,0
24081,1,5,-1.2268,1,-7,-8,-7
24082,2,8,1.3853,5,4,-8,-7
24083,2,8,.0766,4,-8,-8,-8
24084,2,8,-.6568000000000001,2,-7,-8,-7
24085,2,8,.0374,3,-8,-7,-7
24086,2,8,.8098,5,-8,-8,-8
24087,2,6,-.056,3,5,-7,-7
24088,2,8,.0406,3,-8,2,-8
24089,2,2,-.6714,2,4,1,-7
24090,1,8,.0153,3,4,1,-7
24092,2,8,.155,4,4,1,1
24093,1,2,.4716,4,4,1,0
24094,2,8,-.3841,2,-7,-7,1
24095,2,8,1.7152,5,4,2,1
24096,1,4,-8,-8,-8,-8,-9
24097,2,8,1.0553,5,2,-8,-7
24098,1,8,.4703,4,4,3,-7
24099,2,5,-.0373,3,-8,-8,-9
24100,2,8,-.0616,3,-8,-8,-8
24101,1,3,-1.0811,1,5,1,0
24102,1,8,-1.245,1,-7,-7,-9
24103,1,8,.0802,4,-8,-8,-8
24105,2,4,-.8083,1,-7,-4,-8
24106,2,5,1.6709,5,6,2,-7
24107,2,3,-.1535,3,4,3,-7
24108,2,8,.8283,5,4,1,0
24109,2,8,2.5061,5,4,2,1
24111,1,8,.0214,3,4,-9,0
24112,1,8,-.8103,1,4,1,-7
24113,1,2,.2012,4,-8,-8,-7
24114,2,8,-.699,2,-7,-7,0
24115,2,8,.0306,3,4,1,1
24117,2,2,1.0059,5,4,1,0
24118,1,3,-1.3419,1,-7,-8,1
24119,1,8,1.3208,5,4,1,1
24120,1,2,-.5512,2,4,2,-7
24121,1,8,.0844,4,-8,1,-7
24122,2,8,.0444,3,6,3,-8
24123,1,8,1.2984,5,4,-8,0
24124,1,3,-.0514,3,4,-8,0
24125,1,8,-.8597,1,-8,-8,-8
24126,2,8,.2814,4,6,1,0
24127,1,3,-1.3419,1,-8,-7,-7
24128,1,8,-1.4244,1,-7,-8,-7
24129,2,8,-.0422,3,5,1,-7
24130,1,5,-1.1338,1,-7,-9,-7
24133,2,2,.2857,4,5,-7,-8
24134,1,-9,-8,-8,-8,-7,-8
24135,2,8,.6971000000000001,5,4,1,-7
24136,1,8,-.1361,3,2,1,-7
24137,1,6,-1.1983,1,-7,-7,-7
24138,1,5,-.4843,2,2,2,-7
24139,1,8,-.5829,2,-8,-8,-8
24140,2,5,-.7135,2,5,-8,-7
24141,2,8,-.8623,1,5,-8,1
24142,2,8,1.0178,5,4,-8,-7
24144,1,3,-1.245,1,-7,3,-7
24145,2,5,.2213,4,4,1,0
24146,2,8,.7978,5,-8,1,0
24147,2,5,-.1032,3,4,1,-9
24148,2,8,1.8238,5,4,1,-7
24149,2,8,-.7633,1,-8,-8,-8
24150,2,-9,-8,-8,6,2,-8
24151,1,3,-.5274,2,-7,-7,-8
24152,1,8,-.3254,3,2,-8,-7
24153,2,1,-.6554,2,5,-7,-8
24154,2,8,-.403,2,4,-4,-8
24155,1,8,-.4767,2,-8,-7,-8
24156,2,8,.3085,4,-8,-9,1
24157,1,8,-.4542,2,6,2,-7
24158,1,5,-.0426,3,4,3,0
24159,2,8,-.4293,2,6,2,0
24160,2,8,-.4003,2,4,1,-7
24161,1,5,-.3695,2,4,1,-8
24162,2,5,-.8786,1,5,2,-8
24163,1,2,.5199,4,4,-7,-7
24164,1,3,-.638,2,-8,-8,-9
24165,2,3,.4073,4,4,1,0
24166,1,5,-1.0541,1,-8,-7,-7
24167,1,8,.0488,3,4,-8,-7
24168,1,-9,-8,-8,4,1,-8
24169,2,8,.6725,5,4,3,-9
24170,2,8,.9268999999999999,5,4,2,1
24171,1,-9,-8,-8,-8,-8,-8
24172,2,8,.2472,4,4,1,1
24173,1,8,.0878,4,-7,-7,-8
24174,2,8,-.2739,3,-8,-8,-7
24175,1,3,-.5628,2,-8,-8,-7
24176,1,8,-.5381,2,-8,-7,-7
24177,1,2,-.2639,3,4,3,0
24178,1,8,-.2012,3,-8,-8,-8
24179,1,8,-.4348,2,-7,2,-7
24180,2,8,-.652,2,3,1,-7
24181,1,5,-8,-8,4,-7,-7
24182,1,8,-.0043,3,4,-4,1
24184,2,6,1.087,5,4,2,1
24185,2,8,-.704,2,6,1,0
24186,1,8,-.2338,3,4,-8,-7
24187,2,5,-.4795,2,-7,-7,-7
24188,1,5,.8512,5,4,2,1
24189,1,5,-.5585,2,-8,1,-7
24190,1,6,.7511,5,-7,-7,1
24191,2,8,-.4428,2,-7,2,-7
24192,1,8,.2256,4,4,3,0
24193,2,8,.696,5,6,2,-7
24194,1,5,.4235,4,4,1,0
24195,1,5,-.2531,3,-9,-8,-7
24196,1,8,.6311,5,-8,3,1
24197,1,5,-.5339,2,-7,-7,-7
24198,2,8,1.2984,5,4,-9,-7
24199,1,8,-.0884,3,4,1,-7
24200,2,8,-.8472,1,-7,-7,-7
24201,2,6,-8,-8,4,1,-7
24202,1,3,.1317,4,-9,-9,1
24203,2,8,.411,4,6,-7,0
24204,1,8,.2476,4,-8,-8,-8
24205,2,8,-.0128,3,-8,2,-7
24206,1,8,-.3699,2,6,-8,-7
24207,2,8,-.3483,2,-8,-8,-9
24208,2,8,.0228,3,-7,-7,-7
24209,1,8,-.1743,3,-8,-8,-8
24210,1,8,2.0785,5,4,2,1
24211,1,8,-.7901,1,-7,-7,-7
24212,2,8,-.2565,3,1,3,1
24213,1,8,-8,-8,3,3,-7
24214,1,8,.2313,4,2,2,1
24215,2,5,-.3407,3,5,-7,-8
24216,2,5,.7692,5,6,1,1
24217,1,8,1.6832,5,4,3,0
24218,2,8,1.2796,5,4,2,-7
24219,1,2,-.2977,3,-8,1,-8
24220,2,8,1.0647,5,-8,-7,-7
24221,1,8,-.5063,2,-8,-7,-8
24222,2,2,-.1653,3,5,2,-8
24223,2,8,1.2868,5,4,1,1
24224,2,8,.8117,5,4,2,-8
24226,2,8,.4775,4,-8,2,0
24228,2,2,.8935,5,4,1,-8
24229,1,3,.9503,5,-8,-9,1
24230,1,5,-.7901,1,6,-7,-9
24231,2,1,.3772,4,-8,-7,-8
24232,1,3,1.3246,5,4,1,1
24234,1,8,-.8321,1,-8,-8,-7
24235,2,8,-.3372,3,-8,-7,-7
24236,2,8,-1.3184,1,-8,-7,-7
24237,2,2,.2689,4,4,3,0
24238,2,8,.2452,4,4,-7,0
24239,2,8,-.3928,2,3,3,-7
24241,2,5,.6287,5,4,1,-7
24242,1,2,-.6133999999999999,2,4,1,-7
24243,1,5,-.2853,3,-7,-7,-7
24244,2,3,.0623,4,5,-8,-8
24245,1,6,.5864,5,2,3,-7
24246,1,8,1.9207,5,4,-9,-7
24247,2,8,-.5682,2,-8,-7,-9
24248,1,4,-.8408,1,-7,-7,-7
24249,2,8,.9814000000000001,5,-8,1,-8
24250,1,8,1.202,5,4,2,1
24251,1,8,.2793,4,5,-8,-7
24252,2,8,-.2729,3,-7,-8,-8
24253,1,6,-.256,3,4,1,0
24254,1,8,.7961,5,-8,2,-7
24255,1,6,.9099,5,-7,-7,-7
24256,1,8,1.4372,5,4,2,1
24258,2,5,-.0228,3,3,-4,-8
24260,2,6,-.7751,1,-7,3,-7
24261,1,8,.5622,5,-7,-7,1
24262,1,6,-1.2098,1,-7,1,-9
24263,1,3,-8,-8,-7,3,-8
24264,2,5,-.4741,2,2,1,-8
24265,1,8,-.7466,1,-8,-8,-8
24266,1,3,-8,-8,6,3,-8
24267,2,8,-.1984,3,6,2,1
24268,2,6,-.5915,2,6,2,0
24269,2,5,-1.429,1,-8,-8,-7
24270,1,6,-.9861,1,-7,-7,-7
24271,2,6,.664,5,5,1,-7
24272,1,6,.068,4,-9,-8,-7
24273,1,2,-8,-8,-7,-7,-8
24274,2,8,.0944,4,4,3,-7
24276,2,2,1.9005,5,4,1,1
24277,2,8,-.0142,3,4,-7,-7
24278,1,5,.6017,5,5,2,-9
24279,1,8,.7665,5,4,2,-7
24281,2,3,-1.3379,1,4,1,-7
24282,1,8,1.053,5,4,2,-7
24283,1,-9,-8,-8,-8,-4,-8
24284,2,3,-.4846,2,-8,-7,-8
24285,1,8,-.1801,3,6,1,1
24286,2,6,.2353,4,6,2,-7
24288,2,8,.3945,4,4,2,0
24289,2,2,.5279,4,4,1,-8
24290,1,8,.3941,4,-7,-7,-7
24291,2,8,-1.0862,1,3,1,-7
24292,1,6,1.4654,5,4,2,1
24293,1,8,1.5061,5,4,1,1
24294,1,1,-.2078,3,-9,-7,-7
24295,2,8,1.179,5,4,1,1
24296,1,8,-.3177,3,-7,-8,-8
24297,2,8,.23,4,5,-7,-7
24298,2,2,.772,5,4,1,-7
24299,2,5,-.8912,1,-8,-8,-8
24300,2,6,.6846,5,4,1,-7
24302,2,6,.2011,4,4,1,0
24303,2,8,-.5232,2,6,1,-8
24304,1,8,-.9323,1,-7,-8,-7
24306,2,3,-1.3184,1,-7,1,-9
24307,2,4,-8,-8,4,2,-8
24308,2,6,.0374,3,5,-7,1
24309,1,8,-.7751,1,2,3,-7
24310,2,-9,-8,-8,6,3,-8
24311,1,2,.0695,4,-8,-8,-7
24312,2,8,-.3737,2,4,-8,-8
24313,1,2,.2729,4,4,3,-8
24314,1,5,-.2903,3,-8,2,-7
24315,2,8,.4324,4,-7,-4,-9
24316,1,8,1.3658,5,5,2,0
24318,2,8,.5787,5,-8,2,-7
24319,2,8,-.7606000000000001,1,-8,-7,-9
24320,2,5,1.2559,5,4,1,1
24321,2,8,1.3589,5,4,-9,1
24322,2,2,-8,-8,4,1,-8
24323,1,8,.7039,5,-8,-7,0
24324,2,5,-1.5119,1,-7,-7,-7
24326,2,8,.4073,4,4,1,-7
24327,2,8,.9691,5,6,1,-7
24328,2,6,-.6139,2,-8,-7,1
24329,1,1,2.026,5,4,2,1
24330,2,3,-.9671,1,-8,-8,-7
24331,1,2,.522,4,5,3,-7
24332,1,8,.2458,4,-7,-8,-8
24333,1,5,-1.1008,1,-7,-7,-7
24334,1,8,-.0128,3,4,-7,-7
24335,1,3,-.2687,3,-7,-7,-8
24336,2,8,-.6276,2,-8,-8,-8
24337,2,3,.0186,3,4,1,-7
24338,2,8,.0153,3,4,2,0
24339,1,8,-.2,3,4,-8,1
24340,2,8,-8,-8,-7,-7,-7
24341,1,8,-.5628,2,-7,-7,-7
24342,2,8,.8794999999999999,5,4,2,-7
24343,2,8,.9413,5,4,1,-9
24344,1,8,-1.0862,1,2,1,-7
24345,1,-9,-8,-8,-7,-7,-8
24346,1,8,.3879,4,-7,-7,-7
24347,2,6,-.3953,2,-8,1,-8
24348,2,-9,-8,-8,2,3,-8
24349,2,3,-.1855,3,5,1,-8
24350,1,8,.832,5,6,2,-7
24351,2,8,.0707,4,-8,-8,-8
24352,2,8,-.0823,3,6,1,1
24353,2,2,-.2123,3,-8,1,-7
24354,2,8,-.623,2,6,-7,-9
24355,1,5,-.791,1,-7,-7,-7
24356,1,2,-.4726,2,-7,2,-8
24357,2,8,.6914,5,2,3,-7
24358,2,8,1.2747,5,4,2,-8
